assessment_name	assessment_number_questions	assessment_version	question_label	question_text	question_behavioral_trait	question_behavioral_trait_id	question_behavioral_trait_synset	question_direction	question_id	question_datatype	question_options
Hopkins Symptom Checklist	58		HOPKINS12	12. Pains in the heart or chest	angina: any disease of the throat or fauces marked by spasmodic attacks of intense suffocative pain (n)	1db8203a-0513-4401-aa0a-0f982da01cd1	angina.n.01	positive	344	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS13	13. Itching	itchy: causing an irritating cutaneous sensation; being affect with an itch (s)	1fc484ff-2213-490e-8205-89e7b77f9139	itchy.s.02	positive	345	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS14	14. Feeling low in energy or slowed down	lethargic: deficient in alertness or activity (a)	7e2ca800-f572-431e-8390-c2709614098b	lethargic.a.01	positive	346	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS15	15. Thoughts of ending your life	suicidal: dangerous to yourself or your interests (s)	4c46abe3-311e-4cfe-8503-5fc3fc9fbc25	self-destructive.s.01	positive	347	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS16	16. Sweating	sweating: excrete perspiration through the pores in the skin (v)	1d29400e-f349-4eff-be44-c2bf20600cd5	sweat.v.01	positive	348	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS17	17. Trembling	trembling: vibrating slightly and irregularly; as e.g. with fear or cold or like the leaves of an aspen in a breeze (s)	6f56983e-835e-4b7a-a80a-a60976ad3969	shaky.s.02	positive	349	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS18	18. Feeling confused	confusion: a mental state characterized by a lack of clear and orderly thought and behavior (n)	5cd8f1cb-4cd3-4c3b-9a56-f9d4f3de4524	confusion.n.02	positive	350	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS19	19. Poor appetite	famished: extremely hungry (s)	509f53d0-eaf2-4a3a-940a-9d04bb27f173	famished.s.01	negative	351	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS20	20. Crying easily	oversensitive: unduly sensitive or thin-skinned (s)	afe98cad-39b3-4481-809f-9e8411682c72	oversensitive.s.01	positive	352	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS21	21. Feeling shy or uneasy with the opposite sex	shy: lacking self-confidence (a)	6d158102-fbd6-4eb3-a64b-e16bac65d8f8	diffident.a.02	positive	353	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS22	22. A feeling of being trapped or caught	stuck: saddle with something disagreeable or disadvantageous (v)	a2c92cd9-e1e6-4001-90fe-d0ed95b83db0	stick.v.15	positive	354	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS23	23. Suddenly scared for no reason	scared: made afraid (s)	066545c3-e4ce-44a8-9101-bb517174915c	frightened.s.01	positive	355	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS24	24. Temper outbursts that you could not control	irritable: abnormally sensitive to a stimulus (s)	9f3f527d-a213-4adc-9923-57be962e80e4	irritable.s.02	positive	356	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS25	25. Constipation	constipated: have difficult or incomplete or infrequent evacuation of the bowels (a)	510a63fc-0fe4-4c25-92ab-5f7fbbea8f5d	constipated.a.01	positive	357	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS26	26. Blaming yourself for things	blaming: attribute responsibility to (v)	9c8960d8-8101-42c9-8389-52396c0b3f2e	blame.v.03	positive	358	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS27	27. Pains in the lower part of your back	backache: an ache localized in the back (n)	e246dbeb-7899-42e6-9189-1f0832402e11	backache.n.01	positive	359	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS28	28. Feeling blocked in getting things done	productive: producing or capable of producing (especially abundantly) (a)	af8ac5f6-4a63-4195-995d-949a98ff7a15	productive.a.01	negative	360	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS29	29. Feeling lonely	lonely: marked by dejection from being alone (s)	196012ee-372c-4429-bb03-4baa19b21950	lonely.s.02	positive	361	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS30	30. Feeling blue	sad: experiencing or showing sorrow or unhappiness (a)	b336c358-df39-467a-8ff3-f502f55bb270	sad.a.01	positive	362	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS31	31. Worrying or stewing about things	worried: mentally upset over possible misfortune or danger etc (s)	1cb7d554-62b6-47b5-9306-2f4cb4116408	apprehensive.s.02	positive	363	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS32	32. Feeling no interest in things	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	positive	364	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS33	33. Feeling fearful	scared: made afraid (s)	066545c3-e4ce-44a8-9101-bb517174915c	frightened.s.01	positive	365	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS34	34. Your feelings being easily hurt	sensitive: being susceptible to the attitudes, feelings, or circumstances of others (a)	9addb6ed-70cb-402f-93f4-dd5d897c6b58	sensitive.a.02	positive	366	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS35	35. Having to ask others what you should do	self-confident: showing poise and confidence in your own worth (s)	88ddd4c8-2a97-4e7f-a72c-6c1e9cbc2216	self-assured.s.01	negative	367	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS36	36. Feeling others do not understand you or are unsympathetic	misunderstood: wrongly understood (s)	f1f3763f-6f23-4124-9b6c-2bc45a13ba41	misunderstood.s.01	positive	368	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS37	37. Feeling that people are unfriendly or dislike you	popular: regarded with great favor, approval, or affection especially by the general public (a)	05e16190-9c02-40b4-bf6e-38109d438509	popular.a.01	negative	369	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS38	38. Having to do things very slowly in order to insure you were doing them right	deliberate: unhurried and with care and dignity (s)	1476baea-7e0c-4a79-86a5-f68988fd01e3	careful.s.03	positive	370	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS39	39. Heart pounding or racing	anxious: causing or fraught with or showing anxiety (s)	a81c5d4b-7342-4f83-9684-ca7ccf38220b	anxious.s.02	positive	371	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS40	40. Nausea or upset stomach	nauseated: feeling nausea; feeling about to vomit (s)	6b379227-cf9a-46a3-b567-ddc068a12295	nauseated.s.01	positive	372	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS41	41. Feeling inferior to others	self-confident: showing poise and confidence in your own worth (s)	88ddd4c8-2a97-4e7f-a72c-6c1e9cbc2216	self-assured.s.01	negative	373	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS42	42. Soreness of your muscles	sore: hurting (s)	0696feb6-997b-4ed0-b5c0-ccf1d84aa26c	sensitive.s.04	positive	374	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS43	43. Loose bowel movements	constipated: have difficult or incomplete or infrequent evacuation of the bowels (a)	510a63fc-0fe4-4c25-92ab-5f7fbbea8f5d	constipated.a.01	negative	375	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS44	44. Difficulty in falling asleep or staying asleep	insomnia: an inability to sleep; chronic sleeplessness (n)	f314f549-6a4e-41c0-adc8-244a6915c015	insomnia.n.01	positive	376	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS45	45. Having to check and DOUBLEcheck what you do	obsessive-compulsive: characterized by obsessions and compulsions (s)	dda995f0-0a14-4a86-8016-e22e2d9a6718	obsessive-compulsive.s.01	positive	377	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS46	46. Difficulty making decisions	decisive: characterized by decision and firmness (a)	f55c0d4c-80d4-4e56-afa2-426c98c79352	decisive.a.03	negative	378	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS47	47. Wanting to be alone	reclusive: withdrawn from society; seeking solitude (s)	08ff0b42-6a84-43e5-a058-14cfd7e48767	recluse.s.01	positive	379	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS48	48. Trouble getting your breath	breathless: not breathing or able to breathe except with difficulty (a)	ceaca137-15f3-4f75-bf9b-18b6f89dc444	breathless.a.01	positive	380	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS49	49. Hot or cold spells	anxious: causing or fraught with or showing anxiety (s)	a81c5d4b-7342-4f83-9684-ca7ccf38220b	anxious.s.02	positive	381	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS50	50. Having to avoid certain things, places, or activities because they frighten you	avoiding: stay clear from; keep away from; keep out of the way of someone or something (v)	2fc416ee-6ee1-4ab0-9647-19b090357041	avoid.v.01	positive	382	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS51	51. Your mind going blank	blank: void of expression (s)	9e7c8347-7c4f-4a34-b49e-56cf6c8d3a80	blank.s.02	positive	383	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS52	52. Numbness or tingling in parts of your body	numb: (followed by `to') not showing human feeling or sensitivity; unresponsive (s)	5f19aecd-c615-4224-87bd-1fa682acccfd	dead.s.06	positive	384	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS53	53. A lump in your throat	anxious: causing or fraught with or showing anxiety (s)	a81c5d4b-7342-4f83-9684-ca7ccf38220b	anxious.s.02	positive	385	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS54	54. Feeling hopeless about the future	hopeless: without hope because there seems to be no possibility of comfort or success (a)	4002691e-a271-46b5-8212-54ea0b6e360d	hopeless.a.01	positive	386	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS55	55. Trouble concentrating	concentration: complete attention; intense mental effort (n)	5a1477eb-c3df-4bf3-8f69-1072ee45c57d	concentration.n.05	negative	387	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS56	56. Weakness in parts of your body	weak: lacking bodily or muscular strength or vitality (s)	59651a64-90fc-4793-beab-dde1e55b9321	decrepit.s.02	positive	388	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS57	57. Feeling tense or keyed up	tense: in or of a state of physical or nervous tension (a)	6861214d-ae23-4519-a142-00463f93bc62	tense.a.01	positive	389	INT	undefined
Hopkins Symptom Checklist	58		HOPKINS58	58. Heavy feelings in your arms or legs	lethargic: deficient in alertness or activity (a)	7e2ca800-f572-431e-8390-c2709614098b	lethargic.a.01	positive	390	INT	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT1	1. I plan tasks carefully.	planning: the cognitive process of thinking about what you will do in the event of something happening (n)	a9846eaf-8c86-45ea-b696-6168a26013d2	planning.n.03	positive	400	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT2	2. I do things without thinking.	impulsive: characterized by undue haste and lack of thought or deliberation; (`brainish' is archaic) (s)	44d83abe-c45e-4c9d-ba61-5fb034ef4102	hotheaded.s.02	positive	401	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT3	3. I make up my mind quickly.	decisive: characterized by decision and firmness (a)	f55c0d4c-80d4-4e56-afa2-426c98c79352	decisive.a.03	positive	402	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT4	4. I am happy-go-lucky.	happy-go-lucky: cheerfully irresponsible (s)	b531195e-671b-471c-96af-661d704ca477	carefree.s.02	positive	403	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT5	5. I don't pay attention.	attentive: taking heed; giving close and thoughtful attention (a)	ed1d04b9-6067-42c2-8896-9ec402406b48	heedful.a.01	negative	404	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT6	6. I have racing thoughts.	scatterbrained: lacking sense or discretion (s)	8f4b3f6a-367a-40cc-ab60-f5a551e60434	rattlebrained.s.01	positive	405	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT7	7. I plan trips well ahead of time.	planning: make or work out a plan for; devise (v)	2e34e5d7-f257-4bc4-9e56-9c30fac1fcca	plan.v.03	positive	406	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT8	8. I am self-controlled.	self-control: the act of denying yourself; controlling your impulses (n)	aa043391-7f68-445a-9dcd-7ba810ef8920	self-denial.n.02	positive	407	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT9	9. I concentrate easily.	focused: direct one's attention on something (v)	e5b6f28a-39f8-400c-bc05-01a90033279e	concentrate.v.02	positive	408	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT10	10. I save regularly.	save: accumulate money for future use (v)	ecd8e261-f19c-46c6-abbc-e3669cbe95e9	save.v.05	positive	409	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT11	11. I squirm at plays or lectures.	impatient: restless or short-tempered under delay or opposition (a)	f57617b1-c6e8-4b60-8802-df70cead1398	impatient.a.01	positive	410	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT12	12. I am a careful thinker.	deliberate: carefully thought out in advance (s)	79a1e907-1c34-4398-bb25-8a34d62be9cd	deliberate.s.01	positive	411	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT13	13. I plan for job security.	planning: make or work out a plan for; devise (v)	2e34e5d7-f257-4bc4-9e56-9c30fac1fcca	plan.v.03	positive	412	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT14	14. I say things without thinking.	blurting: utter impulsively (v)	5c09c94e-7432-451b-847e-7acb08f16ecd	blurt_out.v.01	positive	413	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT15	15. I like to think about complex problems.	thinker: someone who exercises the mind (usually in an effort to reach a decision) (n)	81a081e9-17c3-420b-aff6-5d893e9119a2	thinker.n.02	positive	414	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT16	16. I change jobs.	unreliable: dangerously unstable and unpredictable (s)	23330363-702f-44c4-a23e-9ded8f00ba1b	treacherous.s.01	positive	415	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT17	17. I act on impulse.	impulsive: without forethought (s)	714a1a32-3821-48d3-8244-b9c76aea4810	impulsive.s.02	positive	416	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT18	18. I get easily bored when solving thought problems.	intellectual: appealing to or using the intellect (a)	0ac64383-7355-4987-875b-ddf19ff4c6fe	intellectual.a.02	negative	417	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT19	19. I act on the spur of the moment.	spontaneous: said or done without having been planned or written in advance (s)	1059da70-96fc-476a-ac39-ee957d852d5e	ad-lib.s.02	positive	418	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT20	20. I am a steady thinker.	deliberate: think about carefully; weigh (v)	72be820d-395c-4d4d-ba83-879cac842317	consider.v.05	positive	419	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT21	21. I change where I live.	volatile: marked by erratic changeableness in affections or attachments (s)	308232a0-3069-489c-ab12-fa35837512ca	fickle.s.01	positive	420	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT22	22. I buy things on impulse.	spender: someone who spends money prodigally (n)	465b3b43-6113-42c2-ba69-7ed090ee993b	spendthrift.n.01	positive	421	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT23	23. I can only think about one problem at a time.	simple: lacking mental capacity and subtlety (s)	c0cd1208-38f8-4312-abc3-c437d85355d7	dim-witted.s.01	positive	422	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT24	24. I change hobbies.	volatile: marked by erratic changeableness in affections or attachments (s)	308232a0-3069-489c-ab12-fa35837512ca	fickle.s.01	positive	423	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT25	25. I spend or charge more than I earn.	spender: someone who spends money prodigally (n)	465b3b43-6113-42c2-ba69-7ed090ee993b	spendthrift.n.01	positive	424	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT26	26. I have outside thoughts when thinking.	schizophrenic: suffering from some form of schizophrenia (s)	2abfebf2-6501-4aa2-a3d7-f280aab2dc17	schizophrenic.s.01	positive	425	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT27	27. I am more interested in the present than the future.	present: temporal sense; intermediate between past and future; now existing or happening or in consideration (a)	506f70d4-8e0d-4f4b-adb6-30f1cba1d387	present.a.01	positive	426	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT28	28. I am restless at lectures or talks.	impatient: restless or short-tempered under delay or opposition (a)	f57617b1-c6e8-4b60-8802-df70cead1398	impatient.a.01	positive	427	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT29	29. I like puzzles.	intellectual: appealing to or using the intellect (a)	0ac64383-7355-4987-875b-ddf19ff4c6fe	intellectual.a.02	positive	428	DOUBLE	undefined
Barratt's Impulsiveness Scale (BIS)	30		BARRATT30	30. I plan for the future.	planner: a person who makes plans (n)	0a51bc4d-e6ca-45ee-b99b-7a8f834fd8fc	planner.n.01	positive	429	DOUBLE	undefined
Dickman Impulsivity Inventory	46		DICK1	1. I would travel a great deal if I had the chance	adventurous: willing to undertake or seeking out new and daring enterprises (a)	94255e1e-ebb3-4416-84c8-908a23656fc0	adventurous.a.01	positive	458	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK2	2. I don't like to make decisions quickly, even simple decisions, such as choosing what to wear, or what to have for dinner	decisive: characterized by decision and firmness (a)	f55c0d4c-80d4-4e56-afa2-426c98c79352	decisive.a.03	negative	459	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK3	3. I seldom tell lies	honest: without dissimulation; frank (s)	45db18f4-0778-4cb0-ab32-8e8e9742fafc	honest.s.02	positive	460	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK4	4. I will often say whatever comes into my head without thinking first	reactive: reacting to a stimulus (s)	c546d7f3-5128-4c60-9413-fc217648b6c0	reactive.s.02	positive	461	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK5	5. I have many hobbies	eclectic: selecting what seems best of various styles or ideas (s)	f8ccc442-2599-4d1a-bce6-dcd8a3739ae0	eclectic.s.01	positive	462	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK6	6. I am good at taking advantage of unexpected opportunities, where you have to do something immediately or lose your chance	responsive: readily reacting or replying to people or events or stimuli; showing emotion (a)	68138aab-e2be-463a-9652-cfcf89ed78ae	responsive.a.02	positive	463	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK7	7. I would rather read fiction than non-fiction	imaginative: (used of persons or artifacts) marked by independence and creativity in thought or action (s)	4975b866-3d61-426e-a094-f710620e3182	imaginative.s.01	positive	464	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK8	8. I enjoy working out problems slowly and carefully	thoughtful: having intellectual depth (s)	7c1eb6c2-020a-4857-a600-e48476a9082a	thoughtful.s.01	positive	465	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK9	9. I would not drive over the speed limit, even if I knew I would not be caught	law-abiding: (of individuals) adhering strictly to laws and rules and customs (s)	585c402b-266d-465a-82e5-3c16a34ca3e2	law-abiding.s.01	positive	466	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK10	10. I am uncomfortable when I have to make up my mind rapidly	contemplative: deeply or seriously thoughtful;  (s)	51c30492-bd30-437d-8bad-1ce0a830686a	brooding.s.01	positive	467	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK11	11. I consider myself a sympathetic person	sympathetic: showing or motivated by sympathy and understanding and generosity (s)	cd23cd8a-3391-4dbd-996d-22b6cf1f416a	charitable.s.03	positive	468	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK12	12. I frequently make appointments without thinking about whether I will be able to keep them	responsible: worthy of or requiring responsibility or trust; or held accountable (a)	559d71d0-714f-4b77-83e1-8b5dcb3074e5	responsible.a.01	negative	469	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK13	13. I enjoy exercising	active: (used of verbs (e.g. `to run') and participial adjectives (e.g. `running' in `running water')) expressing action rather than a state of being (a)	a598e9d7-b7e7-404f-96e7-ff49f579ab21	active.a.11	positive	470	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK14	14. I like to take part in really fast-paced conversations, where you don't have much time to think before you speak	reactive: participating readily in reactions (a)	382201b9-dac9-42c4-8337-76622e1cdb6c	reactive.a.01	positive	471	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK15	15. I like most of the people I meet	agreeable: prepared to agree or consent (s)	02c1eb7e-e75e-43e7-860e-59ad62065f77	agreeable.s.03	positive	472	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK16	16. I frequently buy things without thinking about whether or not I can really afford them	impulsive: without forethought (s)	714a1a32-3821-48d3-8244-b9c76aea4810	impulsive.s.02	positive	473	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK17	17. I watch television about as much as most people do	average: around the middle of a scale of evaluation (s)	91d6ce9c-b3d3-4d75-8270-4ef06561ff88	average.s.04	positive	474	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK18	18. Most of the time, I can put my thoughts into words very rapidly	articulate: expressing yourself easily or characterized by clear expressive language (a)	fdd61da8-d61f-42d2-87e5-b8999ea94cc3	articulate.a.01	positive	475	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK19	19. I enjoy outdoor activities	active: (used of verbs (e.g. `to run') and participial adjectives (e.g. `running' in `running water')) expressing action rather than a state of being (a)	a598e9d7-b7e7-404f-96e7-ff49f579ab21	active.a.11	positive	476	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK20	20. I often make up my mind without taking the time to consider the situation from all angles	contemplative: deeply or seriously thoughtful;  (s)	51c30492-bd30-437d-8bad-1ce0a830686a	brooding.s.01	negative	477	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK21	21. I have read more books than most of my friends	intellectual: appealing to or using the intellect (a)	0ac64383-7355-4987-875b-ddf19ff4c6fe	intellectual.a.02	positive	478	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK22	22. I don't like to do things quickly, even when I am doing something that is not very difficult	deliberate: unhurried and with care and dignity (s)	1476baea-7e0c-4a79-86a5-f68988fd01e3	careful.s.03	positive	479	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK23	23. I am more alert than most people late at night	nocturnal: belonging to or active during the night (a)	f095a78d-5c13-466b-ad74-695edbfcd1eb	nocturnal.a.01	positive	480	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK24	24. Often, I don't spend enough time thinking over a situation before I act	impulsive: characterized by undue haste and lack of thought or deliberation; (`brainish' is archaic) (s)	44d83abe-c45e-4c9d-ba61-5fb034ef4102	hotheaded.s.02	positive	481	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK25	25. I like to read about scientific research	intellectual: of or associated with or requiring the use of the mind (s)	2fdca1af-8bf9-4e8a-9847-f902dcc3646e	intellectual.s.01	positive	482	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK26	26. I would enjoy working at a job that required me to make a lot of split-second decisions	reactive: reacting to a stimulus (s)	c546d7f3-5128-4c60-9413-fc217648b6c0	reactive.s.02	positive	483	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK27	27. Religion is very important in my life	religious: concerned with sacred matters or religion or the church (s)	1f07469d-2d99-4633-84cb-08c6cf4e4e0b	religious.s.01	positive	484	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK28	28. I often get into trouble because I don't think before I act	impulsive: characterized by undue haste and lack of thought or deliberation; (`brainish' is archaic) (s)	44d83abe-c45e-4c9d-ba61-5fb034ef4102	hotheaded.s.02	positive	485	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK29	29. I have more curiosity than most people	curious: eager to investigate and learn or learn more (sometimes about others' concerns) (a)	af4a16af-505c-4e00-a891-71a8e59f6803	curious.a.02	positive	486	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK30	30. I like sports and games in which you have to choose your next move very quickly	expeditious: marked by speed and efficiency (s)	a43da392-f731-4017-8c40-70ed1b038a14	expeditious.s.01	positive	487	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK31	31. I read the newspaper almost every day	informed: impart knowledge of some fact, state or affairs, or event to (v)	8c03a02c-20d2-4b92-b5f3-abd4b5c067a8	inform.v.01	positive	488	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK32	32. Many times the plans I make don't work out because I haven't gone over them carefully enough in advance	planning: make or work out a plan for; devise (v)	2e34e5d7-f257-4bc4-9e56-9c30fac1fcca	plan.v.03	negative	489	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK33	33. I sometimes get depressed for no good reason	depressed: filled with melancholy and despondency (s)	6d5fff27-e850-4a53-a910-8b4152db24fe	gloomy.s.02	positive	490	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK34	34. People have admired me because I can think quickly	quick-witted: mentally nimble and resourceful (s)	2782d8a8-c383-4677-8b16-18268d99eb48	quick-witted.s.01	positive	491	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK35	35. I enjoy it when I get a chance to visit a city I've never seen before	adventurous: willing to undertake or seeking out new and daring enterprises (a)	94255e1e-ebb3-4416-84c8-908a23656fc0	adventurous.a.01	positive	492	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK36	36. I rarely get involved in projects without first considering the potential problems	contemplative: deeply or seriously thoughtful;  (s)	51c30492-bd30-437d-8bad-1ce0a830686a	brooding.s.01	positive	493	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK37	37. I am easily embarrassed	embarrassed: feeling or caused to feel uneasy and self-conscious (s)	7f3132b5-9680-4821-920d-24cbda29d6fc	abashed.s.01	positive	494	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK38	38. I have often missed out on opportunities because I couldn't make up my mind fast enough	contemplative: deeply or seriously thoughtful;  (s)	51c30492-bd30-437d-8bad-1ce0a830686a	brooding.s.01	positive	495	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK39	39. I am more alert than most people early in the morning	nocturnal: belonging to or active during the night (a)	f095a78d-5c13-466b-ad74-695edbfcd1eb	nocturnal.a.01	negative	496	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK41	41. I make an effort to take care of my health	healthy: having or indicating good health in body or mind; free from infirmity or disease (a)	22a4bb70-de77-4b62-9086-df353d558c2c	healthy.a.01	positive	498	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK42	42. I try to avoid activities where you have to act without much time to think first	contemplative: deeply or seriously thoughtful;  (s)	51c30492-bd30-437d-8bad-1ce0a830686a	brooding.s.01	positive	499	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK43	43. I generally go to bed at a later hour than most people do	nocturnal: belonging to or active during the night (a)	f095a78d-5c13-466b-ad74-695edbfcd1eb	nocturnal.a.01	positive	500	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK44	44. I am good at careful reasoning	contemplative: deeply or seriously thoughtful;  (s)	51c30492-bd30-437d-8bad-1ce0a830686a	brooding.s.01	positive	501	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK45	45. I think that I am more creative than most of my friends	creative: having the ability or power to create (a)	0b988ed0-cf6f-4dff-9bba-b1235d74e2be	creative.a.01	positive	502	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK46	46. I often say and do things without considering the consequences	impulsive: characterized by undue haste and lack of thought or deliberation; (`brainish' is archaic) (s)	44d83abe-c45e-4c9d-ba61-5fb034ef4102	hotheaded.s.02	positive	503	LONGINT	undefined
Dickman Impulsivity Inventory	46		DICK40	40. Before making any important decision, I carefully weigh the pros and cons	"cautious: showing careful forethought; never making swift decisions"" (a)"	5c5f99fa-757d-4e7b-8081-169b2d8fe221	cautious.a.01	positive	497	LONGINT	undefined
